site,site_name,plot,year,survey_round,survey_date,treat_cont,start,point,minute,species,distance,how,sex,visual,migrating,cluster_size,cluster_code
2a,Slumgullion,2a8,2014,2,2014-07-02,t,,8,2,heth,26,s,,,,,
2a,Slumgullion,2a8,2014,2,2014-07-02,t,,8,3,graj,40,s,,,,,
2a,Slumgullion,2a8,2014,2,2014-07-02,t,,8,4,nobi,NA,NA,,,,,
2a,Slumgullion,2a8,2014,2,2014-07-02,t,,8,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a8,2014,2,2014-07-02,t,,8,6,rcki,52,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,0819,9,1,deju,28,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,chsp,15,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,lisp,31,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,heth,29,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,heth,41,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,chsp,26,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,1,amro,21,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,2,lisp,25,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,2,heth,47,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,3,deju,15,c,,y,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,3,deju,20,c,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,4,pisi,32,fc,,y,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,4,lisp,46,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,5,wcsp,23,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,5,wcsp,26,s,,,,,
2a,Slumgullion,2a9,2014,2,2014-07-02,t,,9,6,No data,NA,NA,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,0546,1,1,heth,94,s,,n,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,1,brcr,21,s,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,1,deju,64,s,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,1,heth,104,s,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,1,cora,329,c,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,2,attw,87,d,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,3,attw,39,c,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,4,yrwa,28,s,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,6,attw,149,c,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,6,moch,23,c,,,,,
2a,Slumgullion,2a1,2014,3,2014-07-04,t,,1,6,moch,59,c,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,0558,2,1,heth,93,s,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,1,cora,400,s,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,1,brcr,16,s,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,1,heth,113,s,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,1,attw,126,d,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,2,moch,44,c,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,3,moch,51,c,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,4,attw,22,d,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a2,2014,3,2014-07-04,t,,2,6,resq,33,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,0611,3,1,attw,76,d,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,1,attw,20,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,1,cora,227,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,2,rcki,31,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,2,unbi,63,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,3,nobi,NA,NA,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,4,yrwa,74,s,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,5,moch,54,c,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,5,yrwa,51,s,,,,,
2a,Slumgullion,2a3,2014,3,2014-07-04,t,,3,6,attw,50,c,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,0636,4,1,rcki,64,s,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,1,attw,30,c,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,2,cora,367,c,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,2,brcr,27,s,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,3,nobi,NA,NA,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,4,attw,67,d,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a4,2014,3,2014-07-04,t,,4,6,rcki,71,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,0651,5,1,cora,375,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,1,rcki,97,s,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,1,yrwa,67,s,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,1,attw,48,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,2,nobi,NA,NA,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,3,moch,53,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,3,recr,97,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,4,brcr,23,c,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a5,2014,3,2014-07-04,t,,5,6,pisi,73,s,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,0705,6,1,rcki,87,s,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,1,heth,104,s,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,1,gsju,17,c,,y,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,1,resq,16,c,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,1,rcki,104,c,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,2,yrwa,87,s,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,3,nobi,NA,,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,4,deju,64,s,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,5,moch,86,c,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,5,attw,113,d,,,,,
2a,Slumgullion,2a6,2014,3,2014-07-04,t,,6,5,resq,64,c,,,,,
2a,Slumgullion,2a,2014,3,2014-07-04,t,,,6,nobi,NA,NA,,,,,
2a,Slumgullion,2a,2014,3,2014-07-04,t,,,88,amro,NA,v,,y,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,0719,7,1,rcki,67,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,1,gsju,21,c,,y,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,1,yrwa,36,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,1,moch,71,c,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,2,heth,129,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,2,brcr,71,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,3,rcki,49,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,3,yrwa,51,s,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,3,unbi,83,o,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,4,nobi,NA,NA,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a7,2014,3,2014-07-04,t,,7,6,attw,65,c,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,0736,8,1,heth,92,s,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,1,rcki,76,s,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,1,rcki,84,s,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,1,resq,151,c,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,2,resq,126,c,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,2,brcr,40,c,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,2,deju,78,s,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,3,nobi,NA,NA,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,4,attw,44,o,,y,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,5,resq,29,c,,,,,
2a,Slumgullion,2a8,2014,3,2014-07-04,t,,8,6,attw,82,d,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,0750,9,1,yrwa,46,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,1,yrwa,51,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,1,deju,33,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,2,wcsp,128,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,3,wcsp,156,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,3,hafl,51,s,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,4,clnu,139,v,,y,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,4,clnu,107,c,,y,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,5,nobi,NA,NA,,,,,
2a,Slumgullion,2a9,2014,3,2014-07-04,t,,9,6,unbi,59,v,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,6:03,1,1,hawo,20,s,,y,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,1,lisp,34,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,1,resq,45,c,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,1,rcki,62,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,2,hawo,26,c,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,3,moch,31,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,3,rcki,18,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,3,lisp,21,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,4,moch,15,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,4,moch,49,s,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,5,unwo,62,d,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,5,unwo,78,d,,,,,
1a,cannibal,1a1,2015,1,6/23/15,t,,1,6,rcki,51,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,6:30,2,1,pigr,22,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,1,yrwa,16,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,1,rcki,78,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,2,heth,47,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,2,moch,62,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,2,unwo,70,d,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,3,rcki,48,s,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,4,unwo,26,d,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,5,yrwa,16,c,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,5,resq,41,c,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,5,hawo,32,c,,,,,
1a,cannibal,1a2,2015,1,6/23/15,t,,2,6,rcki,45,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,6:54,3,1,yrwa,31,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,1,rcki,58,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,1,heth,62,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,2,rcki,21,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,3,nofl,31,f,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,3,resq,41,c,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,4,nobi,,,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,5,rcki,26,s,,,,,
1a,cannibal,1a3,2015,1,6/23/15,t,,3,6,unwo,42,d,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,7:12,4,1,rcki,14,s,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,1,heth,41,s,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,1,resq,27,c,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,1,wewp,34,s,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,2,unwo,41,d,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,2,hawo,23,c,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,3,nobi,,,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,4,rcki,21,s,,,,,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,5,pigr,36,s,,,,2,
1a,cannibal,1a4,2015,1,6/23/15,t,,4,6,deju,19,c,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,7:31,5,1,wewp,24,,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,yrwa,36,,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,unwo,24,d,,,,2,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,deju,28,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,rcki,45,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,pigr,36,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,1,graj,31,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,2,yrwa,28,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,2,moch,15,s,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,2,req,20,c,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,3,nobi,,,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,4,hawo,21,d,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,5,nobi,,,,,,,
1a,cannibal,1a5,2015,1,6/23/15,t,,5,6,nobi,,,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,7:50,6,1,heth,49,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,1,deju,21,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,1,graj,46,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,1,wewp,35,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,1,moch,26,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,1,yrwa,36,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,2,hawo,21,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,2,rcki,69,s,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,3,rcki,24,c,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,4,moch,9,,,y,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,5,moch,15,c,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,6,pisi,17,f,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,6,unwo,24,c,,,,,
1a,cannibal,1a6,2015,1,6/23/15,t,,6,6,moch,15,cs,,y,,,
1a,cannibal,1a7,2015,1,6/23/15,t,8:10,7,1,wewp,41,s ,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,1,deju,36,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,1,yrwa,21,c,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,2,deju,10,c,,y,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,2,unwo,24,d,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,2,heth,65,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,3,amro,41,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,3,yrwa,32,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,4,deju,27,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,4,moch,45,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,5,nobi,,,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,6,graj,30,s,,,,,
1a,cannibal,1a7,2015,1,6/23/15,t,,7,6,osfl,41,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,8:32,8,1,amro,31,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,1,heth,41,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,1,deju,17,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,1,deju,35,c,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,2,hawo,20,c,,y,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,2,yrwa,32,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,2,hawo,15,c,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,3,deju,46,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,3,deju,35,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,3,pisi,20,cf,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,4,pisi,56,c,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,4,unwo,67,d,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,4,lisp,52,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,5,lisp,46,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,5,hawo,37,c,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,6,rcki,38,s,,,,,
1a,cannibal,1a8,2015,1,6/23/15,t,,8,6,pisi,21,f ,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,8:53,9,1,yrwa,11,c,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,1,hawo,9,c,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,1,yrwa,7,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,1,lisp,26,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,1,rcki,18,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,2,resq,25,c,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,3,lisp,48,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,3,pigr,31,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,3,rcki,15,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,4,heth,72,s,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,5,yrwa,37,,,,,,
1a,cannibal,1a9,2015,1,6/23/15,t,,9,6,nobi,,,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,6:21,1,1,hawo,9,c,,y,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,1,hawo,8,c,,y,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,1,lisp,15,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,1,deju,19,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,1,resq,23,c,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,2,lisp,15,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,2,rcki,26,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,3,heth,41,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,4,hawo,10,c,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,4,pisi,34,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,5,nobi,,,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,6,rcki,31,s,,,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,6,amro,10,,,y,,,
1a,cannibal,1a1,2015,2,6/25/15,t,,1,6,osfl,23,cs,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,6:37,2,1,yrwa,16,s,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,1,rcki,,,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,1,yrwa,8,,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,1,hawo,21,cd,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,2,rbnu,45,s,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,3,deju,32,c,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,3,chsp,46,s,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,3,attw,48,d,,y,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,3,attw,37,d,,y,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,4,nobi,,,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,5,hawo,31,c,,,,,
1a,cannibal,1a2,2015,2,6/25/15,t,,2,6,unwo,42,d,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,7:00,3,1,unwo,21,c,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,1,yrwa,16,s,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,1,unwo,15,d,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,1,heth,41,s,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,1,rcki,31,s,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,2,nobi,,,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,3,rcki,48,s,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,3,unwo,34,d,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,4,attw,42,d,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,5,nobi,,,,,,,
1a,cannibal,1a3,2015,2,6/25/15,t,,3,6,yrwa,28,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,7:14,4,1,heth,18,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,1,pisi,20,cf,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,1,unwo,15,c,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,2,rcki,41,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,2,yrwa,24,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,2,rcki,39,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,3,unwo,26,d,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,4,pigr,36,s,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,4,unwo,24,c,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,5,nobi,,,,,,,
1a,cannibal,1a4,2015,2,6/25/15,t,,4,6,nobi,,,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,7:30,5,1,unwo,9,d,,y,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,1,heth,47,s,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,2,rcki,26,c,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,2,wewp,18,s,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,2,unwo,15,d,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,3,toso,9,c,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,3,deju,24,s,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,3,rcki,32,s,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,4,resq,41,c,,,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,5,attw,20,c,f,y,,,
1a,cannibal,1a5,2015,2,6/25/15,t,,5,6,attw,18,c,m,y,,,
1a,cannibal,1a6,2015,2,6/25/15,t,7:50,6,1,wewp,42,s,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,1,pigr,26,s,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,1,moch,15,c,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,1,moch,17,c,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,2,heth,47,s,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,2,moch,24,c,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,2,cora,79,c,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,2,unwo,15,d,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,3,attw,7,,f,y,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,3,attw,13,,m,y,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,4,nobi,,,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,5,nobi,,,,,,,
1a,cannibal,1a6,2015,2,6/25/15,t,,6,6,nobi,,,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,8:28,7,1,pigr,21,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,1,wewp,34,s,,y,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,1,pigr,26,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,2,heth,47,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,2,unwo,20,d,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,2,moch,42,c,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,3,mobl,47,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,3,resq,22,c,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,3,rbnu,52,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,3,rcki,41,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,4,deju,32,s,,,,,
1a,cannibal,1a7,2015,2,6/25/15,t,,7,4,rcki,41,s,,,,,
